repeat_index,model,scenario_id,phase,description,dataset_rows,workload,concurrency,total_requests,workers,queue_size,driver,success_requests,rejected_requests,error_requests,throughput_rps,avg_ms,p95_ms,p99_ms,max_ms,real_seconds,user_seconds,sys_seconds,cpu_util_percent,max_rss_kb,voluntary_ctx,involuntary_ctx
3,serial,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,5000,0,0,1551.839,1723.601,3009.831,3018.682,3023.323,4.520,1.160,0.260,31.416,46006272.0,196.0,2037.0
4,serial,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,5000,0,0,1182.105,1655.079,3013.116,3021.040,4007.379,5.530,1.170,0.250,25.678,46006272.0,229.0,2075.0
5,serial,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,5000,0,0,1542.534,1609.703,3007.243,3010.258,3012.552,4.570,1.180,0.260,31.510,46006272.0,214.0,2659.0
6,serial,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,5000,0,0,1177.347,1647.262,3009.891,3028.342,4005.284,5.580,1.190,0.250,25.806,46006272.0,228.0,2768.0
7,serial,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,5000,0,0,1533.704,1558.443,3006.877,3011.384,3013.217,4.560,1.170,0.240,30.921,46006272.0,226.0,2010.0
8,serial,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,5000,0,0,1537.461,1566.875,3009.567,3014.020,3017.718,4.530,1.150,0.240,30.684,45989888.0,262.0,2044.0
9,serial,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,5000,0,0,1190.292,1721.460,3031.160,4011.071,4013.604,5.540,1.180,0.250,25.812,45989888.0,202.0,2317.0
10,serial,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,5000,0,0,1566.177,1533.532,2018.864,3006.008,3008.892,4.510,1.180,0.250,31.707,46039040.0,224.0,1779.0
1,thread_pool,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,813.439,494.283,622.450,630.166,632.284,1.960,1.140,0.090,62.755,46120960.0,3308.0,2618.0
2,thread_pool,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,838.033,469.964,597.758,604.682,606.855,1.920,1.140,0.090,64.062,46137344.0,3295.0,2678.0
3,thread_pool,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,879.847,454.159,574.165,580.928,583.363,1.880,1.130,0.090,64.894,46137344.0,3103.0,2264.0
4,thread_pool,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,562,4438,0,542.296,518.005,636.590,644.259,1006.072,2.310,1.120,0.100,52.814,46137344.0,3090.0,2735.0
5,thread_pool,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,795.997,500.794,636.389,643.963,646.234,1.960,1.150,0.090,63.265,46088192.0,3425.0,2744.0
6,thread_pool,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,770.203,525.600,650.439,657.241,659.725,1.990,1.150,0.100,62.814,46055424.0,3194.0,2785.0
7,thread_pool,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,773.677,519.807,654.432,662.079,664.723,1.990,1.150,0.090,62.312,46104576.0,3322.0,3121.0
8,thread_pool,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,830.022,474.766,602.745,609.273,611.359,1.940,1.150,0.090,63.918,46104576.0,3158.0,2772.0
9,thread_pool,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,569,4431,0,549.800,491.541,617.640,624.629,1007.812,2.350,1.130,0.100,52.340,46104576.0,3235.0,2884.0
10,thread_pool,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,548,4452,0,529.475,548.399,703.284,707.796,1009.499,2.340,1.140,0.100,52.991,46104576.0,3333.0,2833.0
1,thread_per_request,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,534,4466,0,503.757,470.305,603.762,614.606,1006.191,2.380,1.160,0.120,53.782,58605568.0,3614.0,3518.0
2,thread_per_request,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,777.961,516.799,637.901,645.079,646.949,1.970,1.140,0.110,63.452,58589184.0,3592.0,3248.0
3,thread_per_request,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,818.124,490.706,618.239,625.874,628.125,1.950,1.160,0.120,65.641,58605568.0,3588.0,3194.0
4,thread_per_request,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,824.397,485.349,606.881,613.822,616.066,1.940,1.150,0.120,65.464,58638336.0,3547.0,3753.0
5,thread_per_request,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,783.585,505.446,645.756,653.212,655.205,1.960,1.140,0.120,64.286,58671104.0,3519.0,3863.0
6,thread_per_request,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,766.258,529.524,648.220,654.659,656.864,1.980,1.130,0.120,63.131,58638336.0,3682.0,3484.0
7,thread_per_request,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,557,4443,0,539.871,490.316,616.597,624.272,1008.899,2.340,1.150,0.120,54.274,58572800.0,3585.0,3772.0
8,thread_per_request,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,540,4460,0,514.846,522.018,640.665,647.255,1008.909,2.340,1.140,0.120,53.846,58654720.0,3531.0,3546.0
9,thread_per_request,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,810.735,498.329,623.365,631.903,634.032,1.950,1.160,0.120,65.641,58572800.0,3517.0,3694.0
10,thread_per_request,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,520,4480,0,796.245,503.819,628.235,635.331,637.368,1.930,1.140,0.120,65.285,58556416.0,3582.0,3126.0
